ID,levels_complete,len_levels_complete
236,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '211level:submerged ruins', '8level:locked in', '236level:changeless', '314level:sunken temple', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '219level:boiling river', '171level:bridge building', '172level:bridge building?', '173level:...bridges?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '37level:tiny pond', '41level:tiny isle', '319level:research facility', '68level:wireless connection', '65level:prison', '134level:dim signal', '318level:dungeon', '215level:evaporating river', '238level:hop', '239level:jump', '221level:grand stream', '235level:rocky road', '62level:telephone', '194level:haunt', '220level:crate square', '137level:not there', '160level:catch', '174level:dead end', '138level:even less there', '77level:literacy', '269level:fetching', '70level:skeletal door', '29level:broken playground', '36level:ghost friend']",57
237,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '6level:grass yard', '5level:off limits', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '136level:jelly throne', '30level:crab storage', '210level:two doors', '166level:burglary', '211level:submerged ruins', '314level:sunken temple', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '37level:tiny pond', '319level:research facility', '68level:wireless connection', '65level:prison', '219level:boiling river', '173level:...bridges?', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores', ""23level:but where's the key"", '33level:love is out there', '71level:perilous gang']",44
238,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '6level:grass yard', '5level:off limits', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '166level:burglary', '30level:crab storage', '211level:submerged ruins', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '37level:tiny pond', '68level:wireless connection', '219level:boiling river', '173level:...bridges?', '238level:hop', '221level:grand stream', '235level:rocky road', '319level:research facility']",38
239,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '90level:volcano', '6level:grass yard', '3level:out of reach', '2level:still out of reach', '5level:off limits', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '209level:lock', '8level:locked in', '210level:two doors', '93level:brick wall', '211level:submerged ruins', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '173level:...bridges?', '234level:victory spring', '107level:assembly team', '310level:poem', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '33level:love is out there', '71level:perilous gang', '56level:walls of gold', '9level:empty', '80level:please hold my key', '66level:renovating', '246level:toolshed', '57level:patrol', '85level:canyon']",37
240,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '319level:research facility', '68level:wireless connection', '65level:prison', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '17level:unreachable shores', ""23level:but where's the key"", '33level:love is out there', '71level:perilous gang']",39
241,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '211level:submerged ruins', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '136level:jelly throne', '30level:crab storage', '210level:two doors', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '219level:boiling river', '171level:bridge building', '172level:bridge building?', '173level:...bridges?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '37level:tiny pond', '319level:research facility']",34
242,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '20level:icy waters', '6level:grass yard', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '211level:submerged ruins', '314level:sunken temple', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '219level:boiling river', '171level:bridge building', '172level:bridge building?', '173level:...bridges?', '234level:victory spring', '30level:crab storage', '107level:assembly team', '7level:catch the thief!', '37level:tiny pond', '319level:research facility', '68level:wireless connection', '41level:tiny isle']",37
243,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '4level:pillar yard', '93level:brick wall', '10level:affection', '209level:lock', '8level:locked in', '15level:novice locksmith', '236level:changeless', '136level:jelly throne']",18
244,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '209level:lock', '8level:locked in', '236level:changeless', '210level:two doors', '310level:poem', '205level:float', '166level:burglary', '93level:brick wall', '218level:warm river', '219level:boiling river', '171level:bridge building', '172level:bridge building?', '173level:...bridges?', '234level:victory spring', '199level:fragility', '52level:tunnel vision', '58level:a present for you', '238level:hop', '221level:grand stream', '235level:rocky road', '62level:telephone']",33
245,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '238level:hop']",30
246,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '6level:grass yard', '5level:off limits', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!']",23
247,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano']",6
248,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '166level:burglary', '210level:two doors', '205level:float', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '136level:jelly throne', '30level:crab storage']",22
250,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection']",11
251,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne', '30level:crab storage', '166level:burglary', '211level:submerged ruins', '310level:poem', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!', '199level:fragility']",31
252,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '209level:lock', '8level:locked in', '236level:changeless', '136level:jelly throne', '310level:poem', '205level:float', '218level:warm river', '210level:two doors', '30level:crab storage', '15level:novice locksmith', '93level:brick wall', '166level:burglary', '6level:grass yard', '211level:submerged ruins', '314level:sunken temple', '219level:boiling river', '171level:bridge building']",28
253,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '93level:brick wall']",17
254,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '5level:off limits', '6level:grass yard', '90level:volcano', '20level:icy waters']",9
255,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '6level:grass yard', '5level:off limits', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '211level:submerged ruins', '8level:locked in', '209level:lock', '205level:float', '218level:warm river', '171level:bridge building', '172level:bridge building?', '234level:victory spring', '107level:assembly team', '7level:catch the thief!']",23
256,"['0level:baba is you', '1level:where do i go?', '189level:now what is this?', '3level:out of reach', '2level:still out of reach', '90level:volcano', '5level:off limits', '6level:grass yard', '20level:icy waters']",9
257,"['236level:changeless', '136level:jelly throne', '0level:baba is you', '1level:where do i go?', '189level:now what is this?', '2level:still out of reach', '90level:volcano', '3level:out of reach', '5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '209level:lock', '93level:brick wall', '15level:novice locksmith', '8level:locked in', '166level:burglary']",19
258,"['5level:off limits', '6level:grass yard', '20level:icy waters', '212level:turns', '10level:affection', '4level:pillar yard', '93level:brick wall', '209level:lock', '15level:novice locksmith', '8level:locked in', '236level:changeless', '210level:two doors', '136level:jelly throne']",13
